Article Title,Paragraph
Entropy and the New Monuments,"Like the movies and the movie houses, “printed-matter” plays an entropic role. Maps, charts, advertisements, art books, science books, money, architectural plans, math books, graphs, diagrams, newspapers, comics, booklets and pamphlets from industrial companies are all treated the same. Judd has a labyrinthine collection of “printed-matter,” some of which he “looks” at rather than reads. By this means he might take a math equation, and by sight, translate it into a metal progression of structured intervals. In this context, it is best to think of “printed-matter” the way Borges thinks of it, as “The universe (which others call the library),” or like McLuhan’s “Gutenberg Galaxy,” in other words as an unending “library of Babel.” This condition is reflected in Henry Geldzahler’s remark, “I’m doing a book on European painting since 1900—a drugstore book. Dell is printing 100,000 copies.” Too bad Dell isn’t printing 100,000,000,000."
Entropy and the New Monuments,"Judd’s sensibility encompasses geology, and mineralogy. He has an excellent collection of geologic maps, which he scans from time to time, not for their intended content, but for their exquisite structural precision. His own writing style has much in common with the terse, factual descriptions one finds in his collection of geology books. Compare this passage from one of his books, “The Geology of Jackson County, Missouri” to his own criticism: “The interval between the Cement City and the Raytown limestones varies from 10 to 23 feet. The lower three-quarters is an irregularly colored green, blue, red, and yellow shale which at some places contains calcareous concretions.” And now an excerpt from Judd’s review of Dan Flavin’s first one-man show: “The light is bluntly and awkwardly stuck on the square block; it protrudes awkwardly. The red in the green attached to a lighter green is off as color, and as sequence.”"
Entropy and the New Monuments,"Many of Morris’s wall structures are direct homages to Duchamp; they deploy facsimiles of ready-mades within high Manneristic frames of reference. Extensions of the Cartesian mind are carried to the most attenuated points of no return by a systematic annulment of movement. Descartes’ cosmology is brought to a standstill. Movement in Morris’s work is engulfed by many types of stillness: delayed action, inadequate energy, general slowness, an all over sluggishness. The ready-mades are, in fact, puns on the Bergsonian concept of “creative evolution” with its idea of “ready made categories.” Says Bergson, “The history of philosophy is there, however, and shows us the eternal conflict of systems, the impossibility of satisfactorily getting the real into the ready-made garments of our ready-made concepts, the necessity of making to measure.” But it is just such an “impossibility” that appeals to Duchamp and Morris. With this in mind, Morris’s monstrous “ideal” structures are inconsequential or uncertain ready-mades, which are definitively outside of Bergson’s concept of creative evolution. If anything, they are uncreative in the manner of the 16th-century alchemist-philosopher-artist. C. G. Jung’s writing on “The Materia Prima” offers many clues in this direction. Alchemy, it seems, is a concrete way of dealing with sameness. In this context, Duchamp and Morris may be seen as artificers of the uncreative or decreators of the Real. They are like the 16th-century artist Parmigianino, who “gave up painting to become an alchemist.” This might help us to understand both Judd’s and Morris’s interest in geology. It is also well to remember that Parmigiano and Duchamp both painted “Virgins” when they did paint. Sydney Freedberg observed in the work of Parmigianino “. . . an assembly of surfaces, nothing is contained within these surfaces . . .” Such an observation might also be applied to Duchamp’s hollow “Virgins,” with their insidious almost lewd associations. The “purist” surfaces of certain artists have a “contamination” in them that relates to Duchamp and Parmigianino, if not in fact, at least in idea."
Entropy and the New Monuments,"The impure-purist surface is very much in evidence in the new abstract art, but I think Stella was the first to employ it. The iridescent purple, green, and silver surfaces that followed Stella’s all-black works, conveyed a rather lurid presence through their symmetries. An exacerbated, gorgeous color gives a chilling bite to the purist context. Immaculate beginnings are subsumed by glittering ends. Like Mallarme’s “Herodiade,” these surfaces disclose a “cold scintillation”; they seem to “love the horror of being virgin.” These inaccessible surfaces deny any definite meaning in the most definite way. Here beauty is allied with the repulsive in accordance with highly rigid rules. One’s sight is mentally abolished by Stella’s hermetic kingdom of surfaces."
Entropy and the New Monuments,"Stella’s immaculate but sparkling symmetries are reflected in John Chamberlain’s “KandyKolored” reliefs. “They are extreme, snazzy, elegant in the wrong way, immoderate.” Says Judd, “It is also interesting that the surfaces of the reliefs are definitely surfaces.” Chamberlain’s use of chrome and metalflake brings to mind the surfaces in “Scorpio Rising,” Kenneth Anger’s many-faceted horoscopic film about constellated motorcyclists. Both Chamberlain and Anger have developed what could be called California surfaces. In a review of the film, Ken Kelman speaks of “. . . the ultimate reduction of ultimate experience to brilliant chromatic surface; Thanatos in Chrome—artificial death . . .” in a way that evokes Chamberlain’s giddy reliefs."
Entropy and the New Monuments,"Judd bought a purple Florite crystal at the World’s Fair. He likes the “uncreated” look of it and its impenetrable color. John Chamberlain, upon learning of Judd’s interest in such a color, suggested he go to the Harley Davidson Motorcycle Company and get some “Hi-Fi” lacquer. Judd did this and “self” sprayed some of his works with it. This transparent lacquer allows the “star-spangled” marking on iron sheet to come through, making the surfaces look mineral hard. His standard crystallographic boxes come in a variety of surfaces from Saturnian orchid-plus to wrinkle-textured blues and greens—alchemy from the year 2000."
Entropy and the New Monuments,"The formal logic of crystallography, apart from any preconceived scientific content, relates to Judd’s art in an abstract way. If we define an abstract crystal as a solid bounded by symmetrically grouped surfaces, which have definite relationships to a set of imaginary lines called axes, then we have a clue to the structure of Judd’s “pink plexiglass box.” Inside the box five wires are strung in a way that resembles very strongly the crystallographic idea of axes. Yet, Judd’s axes don’t correspond with any natural crystal. The entire box would collapse without the tension of the axes. The five axes polarize between two stainless steel sides. The inside surfaces of the steel sides are visible through the transparent plexiglass. Every surface is within full view, which makes the inside and outside equally important. Like many of Judd’s works, the separate parts of the box are held together by tension and balance, both of which add to its static existence."
Entropy and the New Monuments,"The Park Place Group (Mark di Suvero, Dean Fleming, Peter Forakis, Robert Grosvenor, Anthony Magar, Tamara Melcher, Forrest Myers, Ed Ruda, and Leo Valledor) exists in a space-time monastic order, where they research a cosmos modeled after Einstein. They have also permuted the “models” of R. Buckminster Fuller’s “vectoral” geometry in the most astounding manner."
Entropy and the New Monuments,"Fuller was told by certain scientists that the fourth dimension was ‘ha-ha,” in other words, that it is laughter. Perhaps it is. It is well to remember, that the seemingly topsy-turvy world revealed by Lewis Carroll, did spring from a well ordered mathematical mind. Martin Gardner in his “The Annotated Alice,” notes that in a science-fiction story “Mimsy Were the Borogroves,” the author, Lewis Padgett, presents the Jabberwocky as a secret language from the future, and that if rightly understood, it would explain a way of entering the fourth dimension. The highly ordered non-sense of Carroll, suggests that there might be a similar way to treat laughter. Laughter is in a sense a kind of entropic “verbalization.” How could artists translate this verbal entropy, that is “ha-ha,” into “solid-models”? Some of the Park Place artists seem to be researching this “curious” condition. The order and disorder of the fourth dimension could be set between laughter and crystal-structure, as a device for unlimited speculation."
Entropy and the New Monuments,"Let us now define the different types of Generalized Laughter, according to the six main crystal systems: the ordinary laugh is cubic or square (Isometric), the chuckle is a triangle or pyramid (Tetragonal), the giggle is a hexagon or rhomboid (Hexagonal), the titter is prismatic (Orthorhombic), the snicker is oblique (Monoclinic), the guffaw is asymmetric (Triclinic). To be sure this definition only scratches the surface, but I think it will do for the present. If we apply this “ha-ha-crystal” concept to the monumental models being produced by some of the artists in the Park Place group, we might begin to understand the fourth-dimensional nature of their work. From here on in, we must not think of Laughter as a laughing matter, but rather as the “matter-of-laughs.”"
Entropy and the New Monuments,"Solid-state hilarity, as manifest through the “ha-ha-crystal” concept, appears in a patently anthropomorphic way in “Alice in Wonderland,” as the Cheshire Cat. Says Alice to the Cat, “. . . you make one quite giddy!” This anthropomorphic element has much in common with impure-purist art. The “grin without a cat” indicates “laugh-matter and/or anti-matter,” not to mention something approaching a solid giddiness. Giddiness of this sort is reflected in Myers’ plastic contraptions. Myers sets hard titter against soft snickers, and puts hard guffaws onto soft giggles. A fit of silliness becomes a rhomboid, a high-pitched discharge of mirth becomes prismatic, a happy outburst becomes a cube, and so forth."
Entropy and the New Monuments,"Through direct observation, rather than explanation, many of these artists have developed ways to treat the theory of sets, vectoral geometry, topology and crystal structure. The diagrammatic methods of the “new math” have led to a curious phenomenon. Namely, a more visible math that is unconcerned with size or shape in any metrical sense. The “paper and pencil operations” that deal with the invisible structure of nature have found new models, and have been combined with some of the more fragile states of mind. Math is dislocated by the artists in a personal way, so that it becomes “Manneristic” or separated from its original meaning. This dislocation of meaning provides the artist with what could be called “synthetic math.” Charles Pierce (1839-1914), the American philosopher, speaks of “graphs” that would “put before us moving pictures of thought.” (See Martin Gardner’s “Logic Machines and Diagrams.”) This synthetic math is reflected in Duchamp’s “measured” pieces of fallen threads, “Three Standard Stoppages,” Judd’s sequential structured surfaces, Valledor’s “fourth dimensional” color vectors, Grosvenor’s hypervolumes in hyperspace, and di Suvero’s demolitions of space-time. These artists face the possibility of other dimensions, with a new kind of sight."
"A Tour of the Monuments of Passaic, New Jersey","He laughed softly. I know. There’s no way
out. Not through the Barrier. Maybe that
isn’t what I want, after all. But this—this—’
He stared at the Monument. ‘It seems all
wrong sometimes. I just can’t explain it. It’s
the whole city. It makes me feel haywire.
Then I get these flashes—’"
"A Tour of the Monuments of Passaic, New Jersey","On Saturday, September 30, 1967, I went to the
Port Authority Building on 41st Street and 8th
Avenue. I bought a copy of the New York Times
and a Signet paperback called Earthworks by
Brian W. Aldiss. Next I went to ticket booth 21
and purchased a one-way ticket to Passaic. After
that I went up to the upper bus level (platform
173) and boarded the number 30 bus of the
Inter-City Transportation Co."
"A Tour of the Monuments of Passaic, New Jersey","I sat down and opened the Times. I glanced
over the art section: a “Collectors’, Critics’,
Curators’ Choice” at A.M. Sachs Gallery (a letter I
got in the mail that morning invited me “to play
the game before the show closes October 4th”),
Walter Schatzki was selling “Prints, Drawings,
Watercolors” at “33⅓% off,” Elinor Jenkins, the “Romantic Realist,” was showing at Barzansky
Galleries, XVIII—XIX Century English Furniture
on sale at Parke-Bernet, “New Directions in German Graphics” at Goethe House, and on page 29
was John Canaday’s column. He was writing onThemes and the Usual Variations. I looked at a
blurry reproduction of Samuel F. B. Morse’sAllegorical Landscape at the top of Canaday’s
column; the sky was a subtle newsprint grey,
and the clouds resembled sensitive stains of
sweat reminiscent of a famous Yugoslav watercolorist whose name I have forgotten. A little
statue with right arm held high faced a pond (or
was it the sea?). “Gothic” buildings in the allegory had a faded look, while an unnecessary tree
(or was it a cloud of smoke?) seemed to puff up
on the left side of the landscape. Canaday referred to the picture as “standing confidently
along with other allegorical representatives of
the arts, sciences, and high ideals that universities foster.” My eyes stumbled over the newsprint, over such headlines as “Seasonal Upswing,” “A Shuffle Service,” and “Moving a
1,000 Pound Sculpture Can Be a Fine Work of Art,
Too.” Other gems of Canaday’s dazzled my mind
as I passed through Secaucus. “Realistic waxworks of raw meat beset by vermin,” (Paul Thek),
“Mr. Bush and his colleagues are wasting their
time,” (Jack Bush), “a book, an apple on a
saucer, a rumpled cloth,” (Thyra Davidson). Outside the bus window a Howard Johnson’s Motor
Lodge flew by—a symphony in orange and blue.
On page 31 in Big Letters: THE EMERGING
POLICE STATE IN AMERICA SPY GOVERNMENT.
“In this book you will learn . . . what an Infinity
Transmitter is.”"
"A Tour of the Monuments of Passaic, New Jersey","I read the blurbs and skimmed throughEarthworks. The first sentence read, “The dead
man drifted along in the breeze.” It seemed the
book was about a soil shortage, and theEarthworks referred to the manufacture of artificial soil. The sky over Rutherford was a clear
cobalt blue, a perfect Indian summer day, but the
sky in Earthworks was a “great black and brown
shield on which moisture gleamed.”"
"A Tour of the Monuments of Passaic, New Jersey","The bus passed over the first monument. I
pulled the buzzer-cord and got off at the corner of
Union Avenue and River Drive. The monument
was a bridge over the Passaic River that connected Bergen County with Passaic County.
Noon-day sunshine cinema-ized the site, turning
the bridge and the river into an over-exposedpicture. Photographing it with my Instamatic 400 was like photographing a photograph. The sun
became a monstrous light-bulb that projected a
detached series of “stills” through my Instamatic
into my eye. When I walked on the bridge, it was
as though I was walking on an enormous photograph that was made of wood and steel, and
underneath the river existed as an enormous
movie film that showed nothing but a continuous
blank."
"A Tour of the Monuments of Passaic, New Jersey","The steel road that passed over the water was
in part an open grating flanked by wooden sidewalks, held up by a heavy set of beams, while
above, a ramshackle network hung in the air. A
rusty sign glared in the sharp atmosphere, making it hard to read. A date flashed in the sunshine . . . 1899 . . . No . . . 1896 . . . maybe (at the
bottom of the rust and glare was the name Dean
& Westbrook Contractors, N.Y.). I was completely controlled by the Instamatic (or what the
rationalists call a camera). The glassy air of New
Jersey defined the structural parts of the monument as I took snapshot after snapshot. A barge
seemed fixed to the surface of the water as it
came toward the bridge, and caused the bridgekeeper to close the gates. From the banks of
Passaic I watched the bridge rotate on a central axis in order to allow an inert rectangular shape
to pass with its unknown cargo. The Passaic
(West) end of the bridge rotated south, while the
Rutherford (East) end of the bridge rotated north;
such rotations suggested the limited movements
of an outmoded world. “North” and “South”
hung over the static river in a bi-polar manner.
One could refer to this bridge as the “Monument
of Dislocated Directions.”"
"A Tour of the Monuments of Passaic, New Jersey","Along the Passaic River banks were many
minor monuments such as concrete abutments
that supported the shoulders of a new highway
in the process of being built. River Drive was in
part bulldozed and part intact. It was hard to
tell the new highway from the old road; they
were both confounded into a unitary chaos.
Since it was Saturday, many machines were not
working, and this caused them to resemble prehistoric creatures trapped in the mud, or, better,
extinct machines—mechanical dinosaurs
stripped of their skin. On the edge of this prehistoric Machine Age were pre- and post-World
War II suburban houses. The houses mirrored
themselves into colorlessness. A group of children were throwing rocks at each other near a
ditch. “From now on you’re not going to come to our hide-out. And I mean it!” said a little blonde
girl who had been hit with a rock."
"A Tour of the Monuments of Passaic, New Jersey","As I walked north along what was left of River
Drive, I saw a monument in the middle of the
river—it was a pumping derrick with a long pipe
attached to it. The pipe was supported in part by
a set of pontoons, while the rest of it extended
about three blocks along the river bank till it
disappeared into the earth. One could hear debris rattling in the water that passed through the
great pipe."
"A Tour of the Monuments of Passaic, New Jersey","Nearby, on the river bank, was an artificial
crater that contained a pale limpid pond of water,
and from the side of the crater protruded six
large pipes that gushed the water of the pond
into the river. This constituted a monumental
fountain that suggested six horizontal smokestacks that seemed to be flooding the river with
liquid smoke. The great pipe was in some enigmatic way connected with the infernal fountain.
It was as though the pipe was secretly sodomizing some hidden technological orifice, and causing a monstrous sexual organ (the foundation) to
have an orgasm. A psychoanalyst might say that
the landscape displayed “homosexual tendencies,” but I will not draw such a crass anthropomorphic conclusion. I will merely say, “It
was there.”"
"A Tour of the Monuments of Passaic, New Jersey","Across the river in Rutherford one could hear
the faint voice of a P. A. system and the weak
cheers of a crowd at a football game. Actually,
the landscape was no landscape, but “a particular kind of heliotypy” (Nabokov), a kind of self-destroying postcard world of failed immortality
and oppressive grandeur. I had been wandering
in a moving picture that I couldn’t quite picture,
but just as I became perplexed, I saw a green sign that explained everything:"
"A Tour of the Monuments of Passaic, New Jersey","That zero panorama seemed to contain ruins in
reverse, that is—all the new construction that
would eventually be built. This is the opposite of
the “romantic ruin” because the buildings don’t
fall into ruin after they are built but rather rise
into ruin before they build. This anti-romantic mise-en-scene suggested the discredited idea of
time and many other “out of date” things. But
the suburbs exist without a rational past and
without the “big events” of history. Oh, maybe
there are a few statues, a legend, and a couple of
curios, but no past—just what passes for a future. A Utopia minus a bottom, a place where the
machines are idle, and the sun has turned to
glass, and a place where the Passaic Concrete
Plant (253 River Drive) does a good business in
STONE, BITUMINOUS, SAND, and CEMENT."
"A Tour of the Monuments of Passaic, New Jersey","Passaic seems full of “holes” compared to New
York City, which seems tightly packed and solid,
and those holes in a sense are the monumental
vacancies that define, without trying, the
memory-traces of an abandoned set of futures.
Such futures are found in grade B Utopian films,
and then imitated by the suburbanite. The windows of City Motors auto sales proclaim the
existence of Utopia through 1968 WIDE TRACK
PONTIACS—Executive, Bonneville, Tempest,
Grand Prix, Firebirds, GTO, Catalina, and
LeMans—that visual incantation marked the end
of the highway construction."
"A Tour of the Monuments of Passaic, New Jersey","Was I in a new territory? (An English artist,
Michael Baldwin, says, “It could be asked if the
country does in fact change—it does not in the
sense a traffic light does.”) Perhaps I had slipped
into a lower stage of futurity—did I leave the real
future behind in order to advance into a false
future? Yes, I did. Reality was behind me at that
point in my suburban Odyssey."
"A Tour of the Monuments of Passaic, New Jersey","Passaic center loomed like a dull adjective.
Each “store” in it was an adjective unto the next,
a chain of adjectives disguised as stores. I began to run out of film, and I was getting hungry.
Actually, Passaic center was no center—it was
instead a typical abyss or an ordinary void. What
a great place for a gallery! Or maybe an “outdoor
sculpture show” would pep that place up."
"A Tour of the Monuments of Passaic, New Jersey","After that I returned to Passaic, or was it thehereafter—for all I know that unimaginative suburb could have been a clumsy eternity, a cheap
copy of The City of the Immortals. But who am I
to entertain such a thought? I walked down a
parking lot that covered the old railroad tracks
which at one time ran through the middle of
Passaic. That monumental parking lot divided
the city in half, turning it into a mirror and a
reflection—but the mirror kept changing places
with the reflection. One never knew what side of
the mirror one was on. There was nothing interesting or even strange about that flat monument, yet it echoed a kind of cliche idea of
infinity; perhaps the “secrets of the universe”
are just as pedestrian—not to say dreary. Everything about the site remained wrapped in blandness and littered with shiny cars—one after
another they extended into a sunny nebulosity.
The indifferent backs of the cars flashed and
reflected the stale afternoon sun. I took a few listless, entropic snapshots of that lustrous
monument. If the future is “out of date” and “old
fashioned,” then I had been in the future. I had
been on a planet that had a map of Passaic
drawn over it, and a rather imperfect map at that.
A sidereal map marked up with “lines” the size of
streets, and “squares” and “blocks” the size of
buildings. At any moment my feet were apt to fall
through the cardboard ground. I am convinced
that the future is lost somewhere in the dumps of
the non-historical past; it is in yesterday’s newspapers, in the jejune advertisements of science-
fiction movies, in the false mirror of our rejected
dreams. Time turns metaphors into things, and
stacks them up in cold rooms, or places them in
the celestial playgrounds of the suburbs."
"A Tour of the Monuments of Passaic, New Jersey","Has Passaic replaced Rome as The Eternal
City? If certain cities of the world were placed
end to end in a straight line according to size,
starting with Rome, where would Passaic be in
that impossible progression? Each city would be
a three-dimensional mirror that would reflect the
next city into existence. The limits of eternity
seem to contain such nefarious ideas."
"A Tour of the Monuments of Passaic, New Jersey","The last monument was a sand box or a model
desert. Under the dead light of the Passaic afternoon the desert became a map of infinite disintegration and forgetfulness. This monument of
minute particles blazed under a bleakly glowing
sun, and suggested the sullen dissolution of
entire continents, the drying up of oceans—no
longer were there green forests and high
mountains—all that existed were millions of
grains of sand, a vast deposit of bones and
stones pulverized into dust. Every grain of sand
was a dead metaphor that equaled timelessness,
through the false mirror of eternity. This sand
box somehow doubled as an open grave—a
grave that children cheerfully play in."
"A Tour of the Monuments of Passaic, New Jersey","I should now like to prove the irreversibility of
eternity by using a jejune experiment for proving
entropy. Picture in your mind’s eye the sand box
divided in half with black sand on one side and
white sand on the other. We take a child and have him run hundreds of times clockwise in the
box until the sand gets mixed and begins to turn
grey; after that we have him run anti-clockwise,
but the result will not be a restoration of the
original division but a greater degree of greyness
and an increase of entropy."
"A Tour of the Monuments of Passaic, New Jersey","Of course, if we filmed such an experiment we
could prove the reversibility of eternity by showing the film backwards, but then sooner or later
the film itself would crumble or get lost and enter
the state of irreversibility. Somehow this suggests that the cinema offers an illusive or
temporary escape from physical dissolution. The
false immortality of the film gives the viewer an
illusion of control over eternity—but “the
superstars” are fading."
A Provisional Theory of Nonsites,"By drawing a diagram, a ground plan of a house, a street plan to the location of
a site, or a topographic map, one draws a “logical two dimensional picture.” A
“logical picture” differs from a natural or realistic picture in that it rarely looks
like the thing it stands for. It is a two dimensional analogy or metaphor—A is Z."
A Provisional Theory of Nonsites,"The Nonsite (an indoor earthwork) is a three dimensional logical picture
that is abstract, yet it represents an actual site in N.J. (The Pine Barrens Plains). It
is by this three dimensional metaphor that one site can represent another site
which does not resemble it—thus The Nonsite. To understand this language
of sites is to appreciate the metaphor between the syntactical construct and the
complex of ideas, letting the former function as a three dimensional picture
which doesn't look like a picture. “Expressive art” avoids the problem of logic;
therefore it is not truly abstract. A logical intuition can develop in an entirely
“new sense of metaphor” free of natural or realistic expressive content. Between the actual site in the Pine Barrens and The Nonsite itself exists a space of
metaphoric significance. It could be that “travel” in this space is a vast metaphor. Everything between the two sites could become physical metaphorical
material devoid of natural meanings and realistic assumptions. Let us say that
one goes on a fictitious trip if one decides to go to the site of the Nonsite. The
“trip” becomes invented, devised, artificial; therefore, one might call it a non-
trip to a site from a Nonsite. Once one arrives at the “airfield,” one discovers
that it is man-made in the shape of a hexagon, and that I mapped this site in
terms of esthetic boundaries rather than political or economic boundaries (31
sub-divisions—see map)."
A Provisional Theory of Nonsites,"Image: Robert Smithson, Nonsite “Line of Wreckage,” Bayonne, New Jersey (1968)
Painted aluminum container with broken concrete, framed map, and photo panels
Cage: 59 x 70 x 12 1/2 in. (149.9 x 177.8 x 31.8 cm); three panels: 3 3/4 x 49 in. (9.5 x 124.5 cm) each 
Collection Milwaukee Art Museum
© Holt/Smithson Foundation, Licensed by VAGA at ARS, New York"
